the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.396274557927 37.774583013019),3428,23819000,05TH,ST,23819000,I-280 N OFF,RAMP,I-280 S ON,RAMP,KING,ST,1254,0,1,0,5,1597375,1789,0,0,,,,
POINT (-122.403361926659 37.804035073584),6098,24870000,LOMBARD,ST,24870000,SANSOME,ST,,,,,19923,0,0,1,13,1629163,1440,0,0,,,,
POINT (-122.41447346128 37.727461868748),7661,20954000,UNIVERSITY,ST,20954000,FELTON,ST,,,,,1129,0,0,0,21,251085,1029,0,0,,,,
POINT (-122.410013758823 37.721978375479),6953,20866000,DWIGHT,ST,20866000,DARTMOUTH,ST,,,,,284,0,0,0,13,52105,640,0,0,,,,
POINT (-122.39884457484 37.752513004355),2923,23688000,CAROLINA,ST,23688000,CAIRE,TER,,,,,12556,0,0,0,4,114258,1282,0,0,,,,
POINT (-122.493241417906 37.747893211213),2767,23414000,35TH,AVE,23414000,QUINTARA,ST,,,,,1446,0,0,0,4,270608,909,0,0,,,,
POINT (-122.411121201892 37.735754884377),2069,28200000,PUTNAM,ST,28200000,OGDEN,AVE,,,,,7272,0,0,0,10,40632,1335,0,0,,,,
POINT (-122.38532946671 37.721365773046),7287,28192000,GRIFFITH,ST,28192000,BANCROFT,AVE,,,,,11520,0,0,0,3,336286,2055,0,0,,,,
POINT (-122.470975948474 37.737653842207),7955,22952000,15TH,AVE,22952000,WAWONA,ST,,,,,571,0,0,0,4,188097,839,0,0,,,,
POINT (-122.392195547861 37.745105942847),2539,20700000,RANKIN,ST,20700000,EVANS,AVE,,,,,437,0,1,0,18,911522,17,1,2.19000006,,,,
POINT (-122.417653683921 37.745886596813),2894,21287000,COSO,AVE,21287000,MONTEZUMA,ST,LUNDYS,LN,,,559,0,0,0,11,134654,2087,0,0,,,,
POINT (-122.431915364968 37.709192503812),266,21382000,NAYLOR,ST,21382000,BALTIMORE,WAY,,,,,816,0,0,0,6,150534,804,0,0,,,,
POINT (-122.466301323259 37.778998874431),4849,27282000,08TH,AVE,27282000,ANZA,ST,,,,,560,0,0,0,7,457705,2550,1,4.36999989,,,,
POINT (-122.441143480429 37.711216094035),50,21454000,ALLISON,ST,21454000,BRUNSWICK,ST,,,,,391,0,0,0,17,206382,1456,0,0,,,,
POINT (-122.481030120197 37.757783230046),6800,27388000,LAWTON,ST,27388000,23RD,AVE,,,,,1647,0,0,1,3,338590,1577,0,0,,,,
POINT (-122.510354546962 37.764005770034),4643,27942000,LINCOLN,WAY,27942000,GREAT,HWY,,,,,6408,0,0,0,14,1540788,1538,0,0,,,,
POINT (-122.429795810605 37.785568791305),7314,26522000,POST,ST,26522000,BUCHANAN,ST,,,,,6306,0,1,0,5,8066121,5242,0,0,,,,
POINT (-122.485712114914 37.763189035617),7220,27434000,IRVING,ST,27434000,27TH,AVE,,,,,1304,0,0,0,3,1179732,1410,0,0,,,,
POINT (-122.472354890092 37.734611109078),2051,33612000,SLOAT,BLVD,33612000,CRANLEIGH,DR,,,,,1585,0,0,0,3,335391,1482,0,0,,,,
POINT (-122.41050840992 37.74735914179),2652,21140000,PRECITA,AVE,21140000,ALABAMA,ST,,,,,1030,0,0,0,19,430637,1859,0,0,,,,
POINT (-122.382700194053 37.727429815685),892,20120000,REVERE,AVE,20120000,HAWES,ST,,,,,780,0,0,0,5,354038,675,0,0,,,,
POINT (-122.406678423858 37.719219744338),7296,20844000,DELTA,ST,20844000,HAMILTON,ST,,,,,293,0,0,0,13,96968,950,0,0,,,,
POINT (-122.424211896578 37.728740493265),1221,21663000,SILVER,AVE,21663000,VIENNA,ST,,,,,719,0,0,0,18,141344,1440,0,0,,,,
POINT (-122.41547534113 37.766942000111),6469,24335000,15TH,ST,24335000,FOLSOM,ST,,,,,11006,0,1,1,3,1591902,1090,0,0,,,,
POINT (-122.41942693475 37.770223664453),4915,52109000,HWY 101 NORT,RAMP,52109000,HWY 101 NORT,0,,,,,329,0,0,0,38,1486090,0,0,0,,,,
POINT (-122.437248149585 37.772208654892),6814,26029000,DIVISADERO,ST,26029000,PAGE,ST,,,,,1248,0,0,0,14,3211782,3610,0,0,,,,
POINT (-122.4030348289 37.729906843582),1262,20642000,QUINT,ST,20642000,BAY SHORE,BLVD,,,,,3717,0,0,0,2,410070,1056,0,0,,,,
POINT (-122.422915016919 37.801562998145),4544,26691000,POLK,ST,26691000,LOMBARD,ST,,,,,2345,0,0,0,9,138958,3698,0,0,,,,
POINT (-122.471686802969 37.72163614106),6928,22740000,HOLLOWAY,AVE,22740000,BEVERLY,ST,,,,,733,1,0,0,6,419542,853,0,0,,,,
POINT (-122.367030846386 37.730769303067),7701,51671000,LOCKWOOD,ST,51671000,ENGLISH,ST,,,,,469,0,0,0,14,342656,689,0,0,,,,
POINT (-122.447300094007 37.805165034729),6202,27020000,BAKER,ST,27020000,MARINA,BLVD,,,,,1645,0,0,0,4,467127,1245,2,8.56000042,,,,
POINT (-122.455878336764 37.786109649717),7446,27560000,COMMONWEALTH,AVE,27560000,CALIFORNIA,ST,,,,,483,0,0,0,6,1885372,2759,0,0,,,,
POINT (-122.463774773767 37.748611953675),2993,22977000,SANTA RITA,AVE,22977000,SOTELO,AVE,,,,,779,0,0,0,5,137783,804,0,0,,,,
POINT (-122.402241854561 37.798434648933),5678,30039000,BROADWAY,0,30039000,SANSOME,ST,,,,,1081,0,0,0,10,4537534,1529,5,2.20000005,,,,
POINT (-122.424932023066 37.803210454469),5288,26706000,VAN NESS,AVE,26706000,FRANCISCO,ST,,,,,2697,0,1,1,10,1223956,2508,1,1.63,,,,
POINT (-122.49291603524 37.774049531494),3949,27822000,CABRILLO,ST,27822000,33RD,AVE,,,,,487,0,0,0,3,207435,957,0,0,,,,
POINT (-122.440684929388 37.723952492658),995,22072000,OTSEGO,AVE,22072000,RUDDEN,AVE,,,,,374,0,0,1,13,342141,1060,0,0,,,,
POINT (-122.390357756984 37.734603651385),1872,20662000,OAKDALE,AVE,20662000,MENDELL,ST,,,,,2558,0,0,0,5,965450,1367,0,0,,,,
POINT (-122.424196260562 37.723598639706),690,51969000,LA GRANDE,AVE,51969000,BURROWS,ST,,,,,55,0,0,0,3,61532,2,0,0,,,,
POINT (-122.384670672142 37.762024144972),3759,33623000,UNNAMED 044,0,33623000,UNNAMED 042,0,,,,,245,0,0,0,4,372615,35,0,0,,,,
POINT (-122.403050971573 37.769833602417),4217,23869000,DIVISION,ST,23869000,RHODE ISLAND,ST,,,,,1834,0,0,0,3,1589951,414,0,0,,,,
POINT (-122.422020040456 37.805501595003),6201,25589000,NORTH POINT,ST,25589000,LARKIN,ST,,,,,702,0,0,0,40,2138467,1066,0,0,,,,
POINT (-122.498202750029 37.742060611039),2491,23440000,40TH,AVE,23440000,TARAVAL,ST,,,,,2383,0,0,0,12,300480,1473,1,6.65999985,,,,
POINT (-122.44781541444 37.777551149807),5787,26391000,ANNAPOLIS,TER,26391000,GOLDEN GATE,AVE,,,,,3546,1,0,0,5,538443,1966,0,0,,,,
POINT (-122.4254703936 37.755034021009),3275,25631000,DOLORES,ST,25631000,22ND,ST,,,,,1052,0,0,0,17,812977,3082,1,2.46000004,,,,
POINT (-122.430367779188 37.77164475087),5992,25904000,FILLMORE,ST,25904000,LAUSSAT,ST,,,,,1443,0,0,0,5,1471627,4065,0,0,,,,
POINT (-122.424865814696 37.770752689324),5151,30757000,LAGUNA,ST,30757000,GUERRERO,ST,MARKET,ST,,,975,0,0,0,29,5212625,3275,2,0.76999998,,,,
POINT (-122.413226095766 37.749342862423),2780,23983000,LUCKY,ST,23983000,26TH,ST,,,,,2685,0,0,0,5,527557,2388,0,0,,,,
POINT (-122.391257699022 37.733228205199),1539,20496000,QUESADA,AVE,20496000,03RD,ST,,,,,494,0,1,0,6,2101065,1331,1,0.94999999,,,,
POINT (-122.444960868879 37.759412276921),3625,26187000,MARKET,ST,26187000,19TH,ST,,,,,1687,0,0,0,12,100267,2152,0,0,,,,
POINT (-122.434367709963 37.718130143571),409,21714000,FRANCE,AVE,21714000,EDINBURG,ST,,,,,894,0,0,0,8,176066,1616,0,0,,,,
POINT (-122.463631166631 37.786726521638),3702,27595000,05TH,AVE,27595000,LAKE,ST,,,,,390,0,0,0,7,368395,2496,0,0,,,,
POINT (-122.431397640545 37.776764621166),5598,25957000,GROVE,ST,25957000,FILLMORE,ST,,,,,891,0,1,0,14,340217,4136,0,0,,,,
POINT (-122.492478154845 37.782915944119),5414,28038000,MARVEL,CT,28038000,32ND,AVE,,,,,2959,0,0,0,24,323017,290,0,0,,,,
POINT (-122.487486967898 37.736964945893),2152,23254000,30TH,AVE,23254000,WAWONA,ST,,,,,591,0,0,0,4,317760,734,0,0,,,,
POINT (-122.409446280635 37.756003385024),8118,23971000,22ND,ST,23971000,BRYANT,ST,,,,,2602,0,1,1,4,1371830,2283,1,1.46000004,,,,
POINT (-122.5011107064 37.735211416539),1998,23447000,SLOAT,BLVD,23447000,43RD,AVE,,,,,1184,0,0,0,3,313158,682,0,0,,,,
POINT (-122.476643268798 37.741143164386),2231,23171000,ULLOA,ST,23171000,20TH,AVE,,,,,365,0,0,0,13,265236,1226,3,22.620000839999999,,,,
POINT (-122.493351002111 37.73384136887),1819,32893000,SUNSET BLVD,RAMP,32893000,SLOAT,BLVD,,,,,2820,0,0,1,9,40117,723,0,0,,,,
POINT (-122.437635182125 37.737219768065),1924,21992000,HILIRITAS,AVE,21992000,ARBOR,ST,,,,,448,0,0,0,13,145296,1111,0,0,,,,
POINT (-122.458031683629 37.798311695268),6520,54134000,KEYES,AVE,54134000,PENA,ST,,,,,1024,0,0,0,0,234631,27,0,0,,,,
POINT (-122.440774995401 37.727961980047),1137,22113000,SAN JOSE,AVE,22113000,NANTUCKET,AVE,,,,,372,1,0,0,7,582115,1104,0,0,,,,
POINT (-122.387325900798 37.758004899192),7124,23553000,ILLINOIS,ST,23553000,22ND,ST,,,,,1367,0,0,0,13,366346,247,0,0,,,,
POINT (-122.468363966372 37.747075928666),2701,32887000,09TH,AVE,32887000,12TH,AVE,RIVERA,ST,,,1082,0,0,1,6,31741,988,0,0,,,,
POINT (-122.411655408535 37.787571811706),3701,24946000,TAYLOR,ST,24946000,ISADORA DUNC,LN,,,,,4775,0,1,1,17,9064199,12781,0,0,,,,
POINT (-122.500958279219 37.781281884062),4445,27914000,40TH,AVE,27914000,CLEMENT,ST,,,,,255,0,0,0,8,255301,1610,0,0,,,,
POINT (-122.400224745343 37.71434206111),4604,20301000,BEEMAN,LN,20301000,WABASH,TER,RACINE,LN,,,1557,0,0,0,2,66856,926,0,0,,,,
POINT (-122.431167046393 37.716598545031),593,21398000,MOSCOW,ST,21398000,FRANCE,AVE,,,,,508,0,0,0,12,282619,1159,0,0,,,,
POINT (-122.456120740779 37.718240145156),633,22573000,PLYMOUTH,AVE,22573000,LAKEVIEW,AVE,,,,,625,0,0,0,7,166634,1340,0,0,,,,
POINT (-122.416717458933 37.795930348651),7851,25282000,LEAVENWORTH,ST,25282000,LYNCH,ST,,,,,2911,0,0,0,10,520183,5763,0,0,,,,
POINT (-122.498466055177 37.745790976939),4029,23469000,RIVERA,ST,23469000,40TH,AVE,,,,,1927,0,0,0,13,277370,1051,0,0,,,,
POINT (-122.435826959491 37.781945267748),6861,26612000,PIERCE,ST,26612000,ELLIS,ST,,,,,3796,0,1,0,5,517311,3205,0,0,,,,
POINT (-122.395739371369 37.731916714325),1463,20532000,VENUS,ST,20532000,TOPEKA,AVE,NEWHALL,ST,,,966,0,0,0,13,104117,1265,0,0,,,,
POINT (-122.501548950038 37.743789839962),4982,23475000,SANTIAGO,ST,23475000,43RD,AVE,,,,,2052,0,0,0,4,251765,1550,0,0,,,,
POINT (-122.446806000297 37.787266796437),3725,26846000,CALIFORNIA,ST,26846000,PRESIDIO,AVE,,,,,2884,0,1,0,2,3698851,2117,1,0.54000002,,,,
POINT (-122.403763482618 37.717550827566),358,20583000,SPARTA,ST,20583000,HARKNESS,AVE,,,,,390,0,0,0,15,85351,1287,0,0,,,,
POINT (-122.482466185389 37.778267825107),4156,27535000,23RD,AVE,27535000,ANZA,ST,,,,,252,0,0,0,9,482593,2420,0,0,,,,
POINT (-122.416456483084 37.775703791394),3813,24415000,JESSIE,ST,24415000,10TH,ST,,,,,19999,0,0,1,3,2226567,1490,0,0,,,,
POINT (-122.502044400606 37.735519844012),2019,23450000,SLOAT,BLVD,23450000,44TH,AVE,,,,,190,0,0,0,1,317884,763,0,0,,,,
POINT (-122.408506371893 37.784457675783),5422,24893000,EDDY,ST,24893000,CYRIL MAGNIN,ST,,,,,10766,0,0,1,10,3032310,2814,1,0.66000003,,,,
POINT (-122.461044632287 37.743840594757),2534,22883000,VASQUEZ,AVE,22883000,GARCIA,AVE,,,,,629,0,0,1,8,59198,783,0,0,,,,
POINT (-122.48998415997 37.73796191904),2352,23343000,ESCOLTA,WAY,23343000,WAWONA,ST,,,,,392,0,0,0,4,301263,951,0,0,,,,
POINT (-122.430834100846 37.799018214831),7330,26732000,HARRIS,PL,26732000,LAGUNA,ST,,,,,1440,0,0,1,19,498592,3300,0,0,,,,
POINT (-122.410035585332 37.72728909222),916,20914000,BURROWS,ST,20914000,HAMILTON,ST,,,,,812,0,0,0,20,96481,918,1,20.729999540000001,,,,
POINT (-122.403274178904 37.749535352827),2783,52252000,HWY 101 N ON,RAMP,52252000,CESAR CHAVEZ,ST,,,,,46034,0,0,0,3,281727,965,0,0,,,,
POINT (-122.396494594361 37.710999089258),329,20268000,BLANKEN,AVE,20268000,GILLETTE,AVE,,,,,172,0,0,0,9,118126,395,0,0,,,,
POINT (-122.404841595996 37.742821540806),4949,20817000,OAKDALE,AVE,20817000,PATTERSON,ST,,,,,218,0,0,0,7,315589,368,0,0,,,,
POINT (-122.498014858863 37.731282767574),1523,23329000,LAKE MERCED,BLVD,23329000,LAKESHORE,DR,BERKSHIRE,WAY,,,284,0,0,0,5,244882,381,0,0,,,,
POINT (-122.422800849057 37.775954806494),4743,25916000,FELL,ST,25916000,GOUGH,ST,,,,,1434,0,0,0,10,7993595,2902,2,0.5,,,,
POINT (-122.464468160987 37.794366884948),7008,54129000,PIPER,LOOP,54129000,DEENS,RD,,,,,144,0,0,0,0,81991,49,0,0,,,,
POINT (-122.472173542169 37.731210440341),4266,33538000,JUNIPERO SER,BLVD,33538000,OCEAN,AVE,,,,,1042,0,0,0,6,1107877,533,0,0,,,,
POINT (-122.402109000626 37.713513143736),213,20323000,SAN BRUNO,AVE,20323000,SOMERSET,ST,,,,,1249,0,0,0,6,161016,1105,0,0,,,,
POINT (-122.469261129905 37.73665254171),1919,22933000,SAN LEANDRO,WAY,22933000,PORTOLA,DR,,,,,1123,0,0,1,5,1047634,719,0,0,,,,
POINT (-122.417783607946 37.740568510404),2171,21225000,BOCANA,ST,21225000,EUGENIA,AVE,BENNINGTON,ST,,,98,0,0,0,13,129766,1983,0,0,,,,
POINT (-122.394106039693 37.736733595309),1980,20679000,OAKDALE,AVE,20679000,PHELPS,ST,,,,,302,0,0,0,11,161858,1093,0,0,,,,
POINT (-122.417030094723 37.789115121415),5821,25174000,BUSH,ST,25174000,HYDE,ST,,,,,11704,0,0,1,15,10918730,9125,6,1.10000002,,,,
POINT (-122.400230565571 37.75075799006),2969,23693000,26TH,ST,23693000,DE HARO,ST,,,,,2624,0,0,0,1,129020,833,0,0,,,,
POINT (-122.436700863566 37.710028370473),304,21415000,DRAKE,ST,21415000,PRAGUE,ST,,,,,640,0,0,0,8,129783,1013,1,15.40999985,,,,
POINT (-122.426322654034 37.769607540376),4225,30758000,BUCHANAN,ST,30758000,DUBOCE,AVE,MARKET,ST,,,939,0,1,0,29,3514594,3417,2,1.13999999,,,,
POINT (-122.469222780746 37.754553615329),3290,32873000,SELMA,WAY,32873000,ORTEGA,ST,,,,,585,0,0,1,40,12362,1494,0,0,,,,
POINT (-122.481323645239 37.746548270046),2684,23268000,RIVERA,ST,23268000,24TH,AVE,,,,,425,0,0,0,11,253906,1022,0,0,,,,
POINT (-122.412554495078 37.801935583154),4547,25442000,SCOTLAND,ST,25442000,GREENWICH,ST,COLUMBUS,AVE,,,4547,0,1,0,1,4227943,4397,0,0,,,,
POINT (-122.480931090602 37.740952669201),2222,23233000,ULLOA,ST,23233000,24TH,AVE,,,,,417,0,0,0,10,241645,1228,1,8.27999973,,,,
POINT (-122.421373279766 37.785219328891),7071,30709000,MYRTLE,ST,30709000,VAN NESS,AVE,,,,,358,0,0,0,25,1996202,5324,0,0,,,,
POINT (-122.441089046984 37.754183425614),3163,26101000,GRAND VIEW,AVE,26101000,HOFFMAN,AVE,,,,,147,0,0,0,13,166394,2317,0,0,,,,
POINT (-122.467033406861 37.801692641687),5032,51340000,MCDOWELL,AVE,51340000,COWLES,ST,,,,,2073,0,0,0,4,158048,12,0,0,,,,
POINT (-122.389972095886 37.738171096619),1936,20668000,NEWHALL,ST,20668000,KIRKWOOD,AVE,,,,,1764,0,0,0,3,305241,935,0,0,,,,
POINT (-122.430181600468 37.787445769853),3717,26531000,BUSH,ST,26531000,BUCHANAN,ST,,,,,4489,0,1,0,10,4795423,5169,1,0.41999999,,,,
POINT (-122.361253007201 37.726964363902),1350,52198000,UNNAMED 128,0,52198000,SPEAR,AVE,,,,,957,0,0,0,0,390039,371,0,0,,,,
POINT (-122.39898346883 37.794289362838),6153,24691000,SACRAMENTO,ST,24691000,FRONT,ST,,,,,10525,0,1,1,23,29850869,1173,2,0.13,,,,
POINT (-122.470792244875 37.721642236848),765,22739000,HOLLOWAY,AVE,22739000,MONTICELLO,ST,,,,,723,1,0,0,15,465961,918,0,0,,,,
POINT (-122.422968547447 37.761622064049),3768,25674000,18TH,ST,25674000,LINDA,ST,,,,,1831,0,0,0,5,434246,3711,0,0,,,,
POINT (-122.509241388287 37.777048940417),7490,28010000,ANZA,ST,28010000,48TH,AVE,,,,,8233,0,0,0,7,183206,812,0,0,,,,
POINT (-122.438637367413 37.715312270802),7255,21442000,GENEVA,AVE,21442000,LISBON,ST,,,,,876,0,0,0,5,402080,1463,0,0,,,,
POINT (-122.490630123281 37.772281283646),7875,27815000,31ST,AVE,27815000,FULTON,ST,,,,,675,0,0,0,7,330674,1500,0,0,,,,
POINT (-122.437474515422 37.806406726303),6441,26791000,FILLMORE,ST,26791000,MARINA,BLVD,,,,,3096,0,0,0,7,1755651,2194,0,0,,,,
POINT (-122.42872132157 37.771854697314),6004,25896000,LAUSSAT,ST,25896000,WEBSTER,ST,,,,,1380,0,0,0,16,1230218,3574,0,0,,,,
POINT (-122.422528161983 37.791293836599),7736,26536000,VAN NESS,AVE,26536000,SACRAMENTO,ST,,,,,6171,0,1,0,6,5100241,5213,2,0.77999997,,,,
POINT (-122.448292368433 37.804729169469),6018,33625000,HWY 101 NORT,0,33625000,LYON,ST,MARINA,BLVD,HWY 101 SOUT,0,318,0,0,0,1,997739,10,0,0,,,,
POINT (-122.509124517331 37.758419389622),5249,27945000,LA PLAYA,0,27945000,KIRKHAM,ST,,,,,1417,0,0,0,27,372071,1104,0,0,,,,
POINT (-122.488792381297 37.761186316117),5309,27711000,30TH,AVE,27711000,JUDAH,ST,,,,,153,0,0,0,4,374695,1618,0,0,,,,
POINT (-122.466295448869 37.748123664082),7993,22983000,10TH,AVE,22983000,MENDOSA,AVE,UNNAMED 030,0,,,975,0,0,0,4,25855,908,0,0,,,,
POINT (-122.437716665874 37.729275434788),1254,21813000,CAPISTRANO,AVE,21813000,SAN GABRIEL,AVE,,,,,715,0,0,0,15,263219,1250,0,0,,,,
POINT (-122.44610434111 37.711596958218),74,33366000,NAGLEE,AVE,33366000,MISSION,ST,,,,,593,0,0,0,6,279156,1040,1,7.15999985,,,,
POINT (-122.381704128299 37.727809604958),928,20074000,QUESADA,AVE,20074000,CRISP,RD,,,,,1257,0,0,0,6,391011,725,0,0,,,,
POINT (-122.387703214159 37.761831424884),3751,23566000,19TH,ST,23566000,ILLINOIS,ST,,,,,960,0,1,0,23,971771,329,0,0,,,,
POINT (-122.458242973122 37.733887790994),1641,22801000,COLON,AVE,22801000,BRENTWOOD,AVE,,,,,1079,0,0,0,7,200862,823,0,0,,,,
POINT (-122.506313703386 37.781000454473),7822,32832000,45TH,AVE,32832000,CLEMENT,ST,SEAL ROCK,DR,,,367,0,0,0,26,284495,2680,0,0,,,,
POINT (-122.397822754251 37.738851591042),1954,20748000,RANKIN,ST,20748000,OAKDALE,AVE,,,,,577,0,0,0,7,342980,459,0,0,,,,
POINT (-122.430739938873 37.762757612429),6146,25796000,17TH,ST,25796000,SANCHEZ,ST,,,,,5035,0,0,0,4,431921,2711,2,9.260000229999999,,,,
POINT (-122.452560758406 37.718725936646),665,22200000,RIDGE,LN,22200000,JOSIAH,AVE,,,,,389,0,0,0,13,293416,1346,0,0,,,,
POINT (-122.425591021551 37.739799644489),2262,21848000,CHENERY,ST,21848000,RANDALL,ST,,,,,478,0,0,1,27,250726,1978,0,0,,,,
POINT (-122.411179017868 37.735076597516),1802,33662000,CRESCENT,AVE,33662000,PUTNAM,ST,,,,,11551,0,0,0,7,190293,1039,0,0,,,,
POINT (-122.409143120465 37.752800527416),3364,23958000,24TH,ST,23958000,BRYANT,ST,,,,,2833,0,1,1,2,5456268,2401,2,0.73000002,,,,
POINT (-122.439149202461 37.790086394173),6695,26819000,CLAY,ST,26819000,SCOTT,ST,,,,,2131,0,1,0,11,232785,2791,0,0,,,,
POINT (-122.410842710326 37.734737856291),1646,28073000,HWY 101 S OF,RAMP,28073000,ALEMANY,BLVD,PUTNAM,ST,,,79249,0,0,0,3,993504,1684,0,0,,,,
POINT (-122.397298624803 37.74968956709),2992,20730000,EVANS,AVE,20730000,CESAR CHAVEZ,ST,,,,,305,0,1,0,15,506965,401,0,0,,,,
POINT (-122.454022831306 37.762672809248),6371,26306000,WILLARD,ST,26306000,BELMONT,AVE,,,,,3833,1,0,0,5,238187,2113,0,0,,,,
POINT (-122.429680064955 37.801658860505),3851,26720000,CHESTNUT,ST,26720000,OCTAVIA,ST,,,,,2649,0,0,0,9,678912,3739,0,0,,,,
POINT (-122.478126126999 37.717489032449),417,23045000,GRIJALVA,DR,23045000,JUAN BAUTIST,CIR,,,,,1122,1,0,0,12,611053,1884,0,0,,,,
POINT (-122.502025219821 37.781231975155),7832,27915000,CLEMENT,ST,27915000,41ST,AVE,,,,,459,0,0,0,15,230431,1033,0,0,,,,
POINT (-122.407432802373 37.802576950672),5028,25368000,GREENWICH,ST,25368000,CHILD,ST,,,,,4109,0,0,1,4,274240,5108,0,0,,,,
POINT (-122.410713819435 37.782900630268),4453,30046000,TAYLOR,ST,30046000,OPAL,PL,,,,,389,0,1,0,8,4919697,6792,0,0,,,,
POINT (-122.493681374566 37.73852414347),2119,23373000,VICENTE,ST,23373000,36TH,AVE,,,,,299,0,0,0,6,233792,1122,0,0,,,,
POINT (-122.414315886417 37.800763152144),3592,25494000,TAYLOR,ST,25494000,FILBERT,ST,,,,,1152,0,0,1,12,178329,4064,1,11.22000027,,,,
POINT (-122.422134017219 37.735157788598),1698,21231000,AGNON,AVE,21231000,CRESCENT,AVE,,,,,132,0,0,0,15,208614,1531,0,0,,,,
POINT (-122.437459649763 37.781732022539),7797,26616000,SCOTT,ST,26616000,ELLIS,ST,,,,,3011,0,0,1,3,377345,2500,0,0,,,,
POINT (-122.465370310685 37.719690344871),836,22696000,VICTORIA,ST,22696000,GARFIELD,ST,,,,,561,0,0,0,10,84739,1246,0,0,,,,
POINT (-122.471007886699 37.755776711911),4712,27134000,NORIEGA,ST,27134000,14TH,AVE,,,,,762,0,0,0,2,30388,1249,0,0,,,,
POINT (-122.423088142139 37.763226126728),6374,25687000,DEARBORN,ST,25687000,17TH,ST,,,,,2559,0,0,0,12,488891,3801,0,0,,,,
POINT (-122.502634604116 37.730216637622),1467,23332000,ARMORY,DR,23332000,ZOO,RD,,,,,277,0,0,0,5,207836,0,0,0,,,,
POINT (-122.432730479444 37.770865854986),5164,25990000,WALLER,ST,25990000,POTOMAC,ST,,,,,443,0,0,1,34,638166,3380,0,0,,,,
POINT (-122.403061423699 37.759622045699),7630,23761000,20TH,ST,23761000,KANSAS,ST,,,,,5613,0,0,0,2,192373,1491,0,0,,,,
POINT (-122.500345641842 37.741963686222),2489,23458000,TARAVAL,ST,23458000,42ND,AVE,,,,,7995,0,0,0,3,339271,1630,0,0,,,,
POINT (-122.472639014581 37.786319747704),4059,27628000,LAKE,ST,27628000,PARK PRESIDI,BLVD,HWY 1 NORTHB,0,HWY 1 SOUTHB,0,421,0,0,1,5,649686,1356,2,6.15999985,,,,
POINT (-122.402115782059 37.773927590944),7891,23913000,BOARDMAN,PL,23913000,BRANNAN,ST,,,,,3265,0,0,0,3,393461,641,0,0,,,,
POINT (-122.394163727663 37.783508455667),4481,24492000,STILLMAN,ST,24492000,02ND,ST,,,,,43275,0,0,1,5,1683156,1909,0,0,,,,
POINT (-122.492819201342 37.757263531727),6778,27701000,LAWTON,ST,27701000,34TH,AVE,,,,,517,0,0,0,12,213869,1142,0,0,,,,
POINT (-122.401806861799 37.802315526773),3866,30719000,FILBERT,ST,30719000,BATTERY,ST,,,,,553,0,0,0,5,5183538,2159,0,0,,,,
POINT (-122.390014924605 37.716161216566),511,20435000,JAMESTOWN,AVE,20435000,GRIFFITH,ST,,,,,679,0,0,0,12,64888,286,0,0,,,,
POINT (-122.458028031302 37.799112469875),7374,51549000,GRAHAM,ST,51549000,SAL,ST,,,,,42,0,0,0,1,235180,23,0,0,,,,
POINT (-122.44336927352 37.768949176362),4194,26320000,CENTRAL,AVE,26320000,BUENA VISTA,AVE,,,,,1601,0,1,0,13,142934,3008,0,0,,,,
POINT (-122.450828264588 37.801203005587),3842,51217000,GENERAL KENN,AVE,51217000,EDIE,RD,,,,,289,0,0,1,7,255300,148,0,0,,,,
POINT (-122.467099517226 37.775227769663),4573,27280000,09TH,AVE,27280000,CABRILLO,ST,,,,,639,0,0,0,7,297000,1352,0,0,,,,
POINT (-122.408595524539 37.767033333678),6468,24193000,HAMPSHIRE,ST,24193000,15TH,ST,,,,,4998,0,0,1,1,29880,109,0,0,,,,
POINT (-122.484249940208 37.711301027095),100,52220000,LAKE MERCED,ST,52220000,LAKE MERCED,ST,LAKE MERCED,0,,,31318,0,0,0,3,196794,738,0,0,,,,
POINT (-122.405041575047 37.738502998051),2239,20785000,INDUSTRIAL,ST,20785000,CHARTER OAK,AVE,,,,,373,0,0,0,12,359836,185,0,0,,,,
POINT (-122.398346362185 37.797097000997),4667,24577000,DAVIS,CT,24577000,JACKSON,ST,DAVIS,ST,,,63616,0,0,1,15,2887063,1179,1,0.69,,,,
POINT (-122.439094906183 37.711754714371),78,21423000,CURTIS,ST,21423000,BRUNSWICK,ST,,,,,508,0,0,0,7,186375,1414,0,0,,,,
POINT (-122.465366092878 37.780970432768),6982,27285000,GEARY,BLVD,27285000,07TH,AVE,,,,,496,0,1,0,7,6291089,2469,1,0.31999999,,,,
POINT (-122.459526141124 37.725526912826),7677,33609000,SOUTHWOOD,DR,33609000,FAXON,AVE,,,,,1460,1,0,0,12,488116,1131,0,0,,,,
POINT (-122.458448493282 37.775244705424),4733,27204000,ARGUELLO,BLVD,27204000,MCALLISTER,ST,,,,,707,1,0,0,13,625662,1976,0,0,,,,
